SEARCH_TEXT
恩
惠
完
固
守
接
近
興
亡
統
傳
治
開
再
宗
親
敎
訓
設
問
淸
算
數
寸
相
談
黃
廣
場
絶
對
應
報
復
義
議
精
誠
至
效
發
達
到
才
致
仕
祝
福
豐
富
觀
客
洞
會
流
通
路
蟲
休
鄕
旅
郡
運
動
體
感
知
省
察
落
選
別
號
洗
雪
功
德
空
冊
價
參
席
未
備
引
受
賞
登
歲
末
期
解
說
課
題
波
希
吉
星
節
調
律
油
船
鮮
英
語
永
韓
姓
孫
忠
孝
移
植
進
取
可
式
的
思
想
念
敬
禮
首
順
結
論
理
現
在
産
婦
特
筆
官
宅
志
向
片
漢
陽
益
收
是
重
左
右
園
